id,display_name,alt_names,street,postnummer,ort,kommun,lan,lat,lon,svardighet
372,Vattuormen 24 Brf,,Jakob Westinsgatan 1A,11220,Stockholm,Stockholms kommun,Stockholms län,59.3269661,18.0443728,2
373,Ingenting nr 11 Brf,,Ingentingsgatan,17159,Solna,Solna kommun,Stockholms län,59.3527524,18.0020596,2
374,Blåkråkan 2 Brf,,Ingemarsgatan 8,11354,Stockholm,Stockholms kommun,Stockholms län,59.3492199,18.0566945,2
375,Inedal 3 Brf,,Inedalsgatan 25,11232,Stockholm,Stockholms kommun,Stockholms län,59.3362298,18.0364827,2
376,Västersol Brf,,Inedalsgatan 23,11232,Stockholm,Stockholms kommun,Stockholms län,59.3360593,18.0364000,2
377,Vårdtornet 8 Brf,,Inedalsgatan 2,11232,Stockholm,Stockholms kommun,Stockholms län,59.3335456,18.0355070,2
378,Stenbrottet 9 Brf,,Inedalsgatan 1,11232,Stockholm,Stockholms kommun,Stockholms län,59.3335699,18.0351965,2
379,Skutan 16 Brf,,Industrigatan 9,11246,Stockholm,Stockholms kommun,Stockholms län,59.3367500,18.0297137,2
380,Isbrytaren 46 Brf,,Igeldammsgatan 20,11249,Stockholm,Stockholms kommun,Stockholms län,59.3370110,18.0246847,2
382,Norra Djurgårdsstaden Brf,,Högviltsgatan 3,11545,Stockholm,Stockholms kommun,Stockholms län,59.3565476,18.0854005,2
383,Timmerhögen Brf,,Högbergsbacken 1,11855,Stockholm,Stockholms kommun,Stockholms län,59.3149351,18.0614292,2
384,Skruven 11 Brf,,Högalidsgatan 52B,11733,Stockholm,Stockholms kommun,Stockholms län,59.3181193,18.0333332,2
385,Skruven nr 10 UPA Bf,,Högalidsgatan 50B,11733,Stockholm,Stockholms kommun,Stockholms län,59.3181470,18.0341189,2
386,Mejseln i Stockholm HSB:s Brf,,Högalidsgatan 46A,11731,Stockholm,Stockholms kommun,Stockholms län,59.3181830,18.0350855,2
387,Muttern 17 Brf,,Högalidsgatan 42A,11730,Stockholm,Stockholms kommun,Stockholms län,59.3182314,18.0364522,2
388,Brandstationen i Järfälla Brf,,Hästskovägen,17539,Järfälla kommun,Järfälla kommun,Stockholms län,59.4309280,17.8337746,2
389,Origo Brf,,Häradsgränd,18370,Täby,Täby kommun,Stockholms län,59.4435527,18.0684752,2
390,Vasastadens Montesoriskola (ideel förening),,Hälsingegatan 21,11331,Stockholm,Stockholms kommun,Stockholms län,59.3435537,18.0414864,2
391,Åby allé Brf,,Häggatan,18636,Vallentuna,Vallentuna kommun,Stockholms län,59.5322479,18.0866778,2
392,Lilla Korpen Brf,,Hägerstensvägen 118,12649,Stockholm,Stockholms kommun,Stockholms län,59.3059479,18.0031732,2
393,Vandraren i Stockholm HSB Brf,,Hägerstensvägen 111,12649,Stockholm,Stockholms kommun,Stockholms län,59.3055423,18.0049653,2
394,Pilgrimen 1-5 Brf,,Hägerstensvägen 101,12648,Stockholm,Stockholms kommun,Stockholms län,59.3055510,18.0064811,2
395,Sirius i Hägerneholm Brf,,Hägerneholmsvägen 7A,18760,Ullna strand,Täby kommun,Stockholms län,59.4704499,18.1185448,2
396,Tallkronan i Bro Brf,,Husbytorpsvägen 8A,19733,Bro,Upplands-Bro kommun,Stockholms län,59.5084437,17.6193384,2
397,Skogsgatan i Bro Brf,,Husbytorpsvägen 29C,19733,Bro,Upplands-Bro kommun,Stockholms län,59.5092292,17.6178509,2
398,Åkeriet Brf,,Humblegatan 5A,17263,Sundbybergs kommun,Sundbybergs kommun,Stockholms län,59.3578327,17.9735416,2
399,Mullvaden Andra nr 22 Brf,,Hornsgatan 63,11823,Stockholm,Stockholms kommun,Stockholms län,59.3177065,18.0540506,2
400,Sågen 7 Brf,,Hornsgatan 180,11734,Stockholm,Stockholms kommun,Stockholms län,59.3152225,18.0324407,2
401,Kungsbacken 5 Brf,,Holländargatan 29,11359,Stockholm,Stockholms kommun,Stockholms län,59.3393869,18.0575646,2
402,Irländaren i Stockholm HSB  Brf,,Holbergsgatan 65,16845,Blackeberg,Stockholms kommun,Stockholms län,59.3461960,17.8825577,2
403,Smålänningen 3 Brf,,Holbergsgatan 20,16849,Stockholm,Stockholms kommun,Stockholms län,59.3464583,17.8887724,2
406,Vi i femman Brf,,Heleneborgsgatan 5BC,11732,Stockholm,Stockholms kommun,Stockholms län,59.3191952,18.0383851,2
407,Borren 350 Brf,,Heleneborgsgatan 38,11732,Stockholm,Stockholms kommun,Stockholms län,59.3194186,18.0360834,2
408,Gjallarhornet Brf,,Heimdalsgatan 7,11327,Stockholm,Stockholms kommun,Stockholms län,59.3447090,18.0476502,2
409,Brf Polarforskaren 13,,Hasselquistvägen 27,12146,Stockholm,Stockholms kommun,Stockholms län,59.2967366,18.1030321,2
411,Generalens allé i Riksten Brf,,Hanvedens allé 33,14635,Tullinge,Botkyrka kommun,Stockholms län,59.1833365,17.9238001,2
412,Lavetten 15 Brf,,Hantverkargatan 76,11239,Stockholm,Stockholms kommun,Stockholms län,59.3309288,18.0321524,2
413,Brf Opalen 5,,Hannebergsgatan 16,16961,Solna,Solna kommun,Stockholms län,59.3575706,18.0049702,2
414,La Dolce Vita Brf,,Hammarbyterrassen 39,12062,Stockholm,Stockholms kommun,Stockholms län,59.3048011,18.0926514,2
415,Brf Demo,,Hammarbybacken,12145,Stockholm,Stockholms kommun,Stockholms län,59.2980000,18.0867853,2
416,Sjöstadsesplanaden 1,,Hammarby Allé 24,12030,Stockholm,Stockholms kommun,Stockholms län,59.3028514,18.0894896,2
417,Björkslingan Brf,,Halmstadsvägen 44,12153,Stockholm,Stockholms kommun,Stockholms län,59.2895241,18.1202763,2
418,Hallebergsvägen 34-36 Brf,,Hallebergsvägen 34,16737,Stockholm,Stockholms kommun,Stockholms län,59.3386285,17.9843481,2
419,Tiveden 1 Brf,,Hallebergsvägen 23,16737,Stockholm,Stockholms kommun,Stockholms län,59.3383570,17.9834858,2
420,Hallandsgatan 24 Brf,,Hallandsgatan 24,11857,Stockholm,Stockholms kommun,Stockholms län,59.3103691,18.0669741,2
421,Riddarsporren 9 Brf,,Hagagatan 5,11349,Stockholm,Stockholms kommun,Stockholms län,59.3443459,18.0524065,2
422,Nejlikan UPA BF,,Hagagatan 20,11349,Stockholm,Stockholms kommun,Stockholms län,59.3455817,18.0516001,2
423,Pyramiden 1 Brf,,Götgatan 73A-B,11830,Stockholm,Stockholms kommun,Stockholms län,59.3114508,18.0749962,2
424,Haga Nova Brf,,Gävlegatan 26,11365,Stockholm,Stockholms kommun,Stockholms län,59.3466878,18.0342535,2
425,Inverness Garagefastighet,,Gärdes Backe,18276,Danderyds kommun,Danderyds kommun,Stockholms län,59.3875884,18.0412536,2
427,Flustret 19 Brf,,Gustafsvägen,16958,Solna,Solna kommun,Stockholms län,59.3646459,18.0040970,2
428,Klosterstranden Riksbyggen Brf,,Gustaf De Lavals väg 18,13160,Nacka,Nacka kommun,Stockholms län,59.3042009,18.1514691,2
429,Norra Eken Brf,,Gunnarskogsgatan 10,12333,Stockholm,Stockholms kommun,Stockholms län,59.2459346,18.0844013,2
430,Kogaren 1 Brf,,Gullmarsvägen,12039,Stockholm,Stockholms kommun,Stockholms län,59.2998072,18.0685369,2
431,Blåsippan i Ursvik Brf,,Grönlingens väg 2-4,17462,Sundbybergs kommun,Sundbybergs kommun,Stockholms län,59.3855967,17.9560481,2
432,Brf Ekenbergsparken,,Gröndalsvägen 111,11771,Stockholm,Stockholms kommun,Stockholms län,59.3150462,17.9992184,2
433,Lillholmen i Stockholm HSB Brf,,Gräsholmsvägen,12748,Stockholm,Stockholms kommun,Stockholms län,59.2801021,17.9031823,2
434,Ritaren 5 & 12 Brf,,Grindsgatan 35,11857,Stockholm,Stockholms kommun,Stockholms län,59.3092101,18.0673829,2
435,Gnistan 4 Brf,,Grevgatan 57,11458,Stockholm,Stockholms kommun,Stockholms län,59.3375186,18.0873205,2
436,Brf Gnistan 5,,Grevgatan 55,11458,Stockholm,Stockholms kommun,Stockholms län,59.3373719,18.0872096,2
437,Kumlet 18 Brf,,Grevgatan 53,11458,Stockholm,Stockholms kommun,Stockholms län,59.3370103,18.0869234,2
438,Kumlet 19 Brf,,Grevgatan 51,11458,Stockholm,Stockholms kommun,Stockholms län,59.3367783,18.0867418,2
439,Lyran 10 Brf,,Grevgatan 48,11458,Stockholm,Stockholms kommun,Stockholms län,59.3362325,18.0866556,2
440,Kumlet 21 Brf,,Grevgatan 47,11458,Stockholm,Stockholms kommun,Stockholms län,59.3364538,18.0864869,2
441,Neptunus 33 Brf 5878,,Grevgatan 42,11454,Stockholm,Stockholms kommun,Stockholms län,59.3355206,18.0860902,2
442,Neptunus 5 Brf,,Grevgatan 40,11454,Stockholm,Stockholms kommun,Stockholms län,59.3354283,18.0860180,2
443,Lindormen 5 och 6 Brf,,Grevgatan 22,11454,Stockholm,Stockholms kommun,Stockholms län,59.3337662,18.0847244,2
444,Vega No 1 UPA,,Grev Turegatan 54,10243,Stockholm,Stockholms kommun,Stockholms län,59.3394241,18.0788462,2
445,Kvarteret Tallbacken 2 Brf,,Grenvägen,13430,Gustavsberg,Värmdö kommun,Stockholms län,59.3241178,18.4000117,2
446,Hänggranen 1 Brf,,Granlidsvägen 2,17275,Sundbybergs kommun,Sundbybergs kommun,Stockholms län,59.3669879,17.9521524,2
447,Grankanalia Brf,,Granlidsvägen 18,17275,Sundbybergs kommun,Sundbybergs kommun,Stockholms län,59.3675197,17.9560641,2
448,Träsnittet 1 Brf,,Grafikvägen 28,12143,Stockholm,Stockholms kommun,Stockholms län,59.2972991,18.0762471,2
449,Skissen,,Grafikvägen 21,12143,Stockholm,Stockholms kommun,Stockholms län,59.2970334,18.0775102,2
450,Brf Södersiluetten,,Gotlandsgatan 67,11639,Stockholm,Stockholms kommun,Stockholms län,59.3103041,18.0807449,2
451,Fajansparken Brf,,Gjörwellsgatan,11258,Stockholm,Stockholms kommun,Stockholms län,59.3267369,18.0145328,2
452,Marketenteriet i Nacka brf,,Gjuterigränd,13161,Nacka,Nacka kommun,Stockholms län,59.3067712,18.1533122,2
453,Brf Skutan 26,,Gjutargatan 12,11247,Stockholm,Stockholms kommun,Stockholms län,59.3373051,18.0270753,2
454,Bäverpälsen Brf,,Gillerbacken 28,12464,Stockholm,Stockholms kommun,Stockholms län,59.2555052,18.0282479,2
456,Ängen i Örby Bostadsrättsförening,,Gamla Huddingevägen 451,12542,Stockholm,Stockholms kommun,Stockholms län,59.2737155,18.0213818,2
457,Brf Lättviktaren 26,,Gamla Huddingevägen 439,12542,Stockholm,Stockholms kommun,Stockholms län,59.2741883,18.0240426,2
458,Sevmund Brf,,Gamla Huddingevägen 417A,12542,Stockholm,Stockholms kommun,Stockholms län,59.2756915,18.0280413,2
459,Gambrinus 5 Brf,,Gambrinusgatan 5,11222,Stockholm,Stockholms kommun,Stockholms län,59.3303096,18.0376737,2
460,Brickbandet Brf,,Galonvägen,16874,Stockholm,Stockholms kommun,Stockholms län,59.3401608,17.9457802,2
461,Horisont Vega Brf,,Gaffelseglet 21,13656,Handen,Haninge kommun,Stockholms län,59.1848928,18.1384478,2
462,Solnahus nr 1 Brf,,Förrådsgatan 12,16939,Solna,Solna kommun,Stockholms län,59.3668478,17.9907489,2
463,Apeln Nr 7 Brf,,Förrådsgatan,16939,Solna,Solna kommun,Stockholms län,59.3657829,17.9897571,2
464,Flottiljen 2 Brf,,Fänriksvägen,17743,Järfälla kommun,Sollentuna kommun,Stockholms län,59.4181617,17.8678075,2
466,Toppklockan Brf,,Fågelsångsvägen,19144,Sollentuna kommun,Sollentuna kommun,Stockholms län,59.4214156,17.9495187,2
467,Garphyttans SFF,,Fågelhundsgatan 16,11545,Stockholm,Stockholms kommun,Stockholms län,59.3569995,18.0849338,2
468,Mälarutsikten Brf (Hässelby),,Fyrspannsgatan,16563,Hässelby strand,Stockholms kommun,Stockholms län,59.3608511,17.8322239,2
469,Fyrhöjden Brf,,Fyrskeppsvägen 94,12154,Stockholm,Stockholms kommun,Stockholms län,59.2871320,18.1104090,2
470,Ordonnansen 5 & 6 Brf,,Furusundsgatan 21,11539,Stockholm,Stockholms kommun,Stockholms län,59.3463867,18.1012469,2
471,Haubitsen 2 i Stockholm Brf,,Furusundsgatan 2,11535,Stockholm,Stockholms kommun,Stockholms län,59.3479349,18.0954277,2
472,Vattentornet 5 Brf,,Furusundsgatan 15,11539,Stockholm,Stockholms kommun,Stockholms län,59.3467452,18.0994341,2
473,Karteschen 6 Brf,,Furusundsgatan 12,11539,Stockholm,Stockholms kommun,Stockholms län,59.3469518,18.0975689,2
474,Brf Stadshusparken,,Funäsgatan 10,16274,Stockholm,Stockholms kommun,Stockholms län,59.3531711,17.8855888,2
475,Mifaso AB,,Fruängsgatan 51,12952,Stockholm,Stockholms kommun,Stockholms län,59.2846493,17.9637210,2
476,Väderkvarnen i Söderdalen Brf,,Frihetsvägen 2,17753,Järfälla kommun,Järfälla kommun,Stockholms län,59.4178335,17.8312069,2
477,Hemmet 9 Brf,,Fridhemsgatan 13,11240,Stockholm,Stockholms kommun,Stockholms län,59.3312913,18.0273759,2
478,Hängboken i Stockholm Brf,,Fridhemsgatan 1,11225,Stockholm,Stockholms kommun,Stockholms län,59.3300107,18.0261465,2
479,Åkerbäret 1 Brf,,Fridensborgsvägen 113,17062,Solna,Solna kommun,Stockholms län,59.3829616,17.9851216,2
480,Supernova Vega Brf,,Fribordsgränd 5,13655,Vega,Haninge kommun,Stockholms län,59.1858242,18.1377527,2
481,Insjön i Nacka HSB Brf,,Freyvägen 2A,13338,Saltsjöbaden,Nacka kommun,Stockholms län,59.2887565,18.2836204,2
482,Brf Valkyrian 5,,Frejgatan 58,11326,Stockholm,Stockholms kommun,Stockholms län,59.3435930,18.0420404,2
483,Brf Frej,,Frejgatan 42,11326,Stockholm,Stockholms kommun,Stockholms län,59.3445445,18.0457405,2
484,Inlandsisen 4 Brf,,Frejgatan 3,11420,Stockholm,Stockholms kommun,Stockholms län,59.3484708,18.0617833,2
485,Egen Härd Dalen 2 BF,,Fredsgatan 27,17274,Sundbybergs kommun,Sundbybergs kommun,Stockholms län,59.3674105,17.9654357,2
486,Brf Lispundet 15-23,,Fredrikslundsvägen 15,16834,Stockholm,Stockholms kommun,Stockholms län,59.3334696,17.9427813,2
487,Oscar Brf,,Fredrikshovsgatan 7,11523,Stockholm,Stockholms kommun,Stockholms län,59.3340907,18.0944440,2
489,Forshagagatan Brf,,Forshagagatan 4,12333,Stockholm,Stockholms kommun,Stockholms län,59.2466373,18.0896511,2
490,Rudan Större 5 Brf,,Folkungagatan 97,11628,Stockholm,Stockholms kommun,Stockholms län,59.3155608,18.0832401,2
491,Båtsmannen Större 78 Brf,,Folkungagatan 72,11622,Stockholm,Stockholms kommun,Stockholms län,59.3146329,18.0776736,2
492,Vägaren Brf,,Folkungagatan 56,11622,Stockholm,Stockholms kommun,Stockholms län,59.3143091,18.0751214,2
493,Fogdevägen Brf,,Fogdevägen 37,12841,Stockholm,Stockholms kommun,Stockholms län,59.2785425,18.1227945,2
494,Flädergården Brf,,Flädervägen,12134,Stockholm,Stockholms kommun,Stockholms län,59.2793305,18.1070031,2
495,Brf Kobran Telefonplan,,Flygelgatan 4,12628,Stockholm,Stockholms kommun,Stockholms län,59.2983368,18.0014634,2
496,Klädstrecket 24 Brf,,Flottbrovägen 23,11265,Stockholm,Stockholms kommun,Stockholms län,59.3228254,17.9905237,2
497,Linden 14 Brf,,Floragatan 7,11432,Stockholm,Stockholms kommun,Stockholms län,59.3420258,18.0748888,2
498,Ädelgranen Brf,,Floragatan 21,11432,Stockholm,Stockholms kommun,Stockholms län,59.3438470,18.0764017,2
499,Björken 11 Brf,,Floragatan 16,11432,Stockholm,Stockholms kommun,Stockholms län,59.3431374,18.0763355,2
500,Knoppen 11 Brf,,Fleminggatan 95,11245,Stockholm,Stockholms kommun,Stockholms län,59.3347096,18.0298423,2
501,Arbetaren 10 & 11 Brf,,Fleminggatan 87,11246,Stockholm,Stockholms kommun,Stockholms län,59.3344844,18.0315668,2
502,Korsningen 99 Brf,,Fleminggatan 85,11245,Stockholm,Stockholms kommun,Stockholms län,59.3344345,18.0319485,2
503,Brf Grinden 23,,Fleminggatan 77,11233,Stockholm,Stockholms kommun,Stockholms län,59.3342016,18.0337320,2
504,Stenbrottet 3 Brf,,Fleminggatan 71,11233,Stockholm,Stockholms kommun,Stockholms län,59.3340550,18.0348590,2
505,Dykaren 15 Brf,,Fleminggatan 70,11245,Stockholm,Stockholms kommun,Stockholms län,59.3352939,18.0270709,2
506,Skörden 2 HSB i Sthlm Brf,,Fleminggatan 35,11269,Stockholm,Stockholms kommun,Stockholms län,59.3331357,18.0418944,2
507,Knoppen 15 Brf,,Fleminggatan 103,11245,Stockholm,Stockholms kommun,Stockholms län,59.3348358,18.0288752,2
509,Berglandet i Nacka HSB Brf,,Finntorpsvägen 10,13136,Nacka,Nacka kommun,Stockholms län,59.3084315,18.1330503,2
510,Sjöfararen 5 Brf,,Finn Malmgrens väg 35,12138,Stockholm,Stockholms kommun,Stockholms län,59.2955859,18.1055018,2
511,Vikingaleden Brf,,Fingerörtsvägen 1,13138,Nacka,Nacka kommun,Stockholms län,59.3060434,18.1496286,2
512,Skuruberg i Nacka HSB Brf,,Fasanvägen 27,13144,Nacka,Nacka kommun,Stockholms län,59.3092675,18.2079973,2
513,Members Club Brf,,Evenemangsgatan 40,16955,Solna,Solna kommun,Stockholms län,59.3728707,17.9977895,2
514,Pressläktaren Brf,,Evenemangsgatan 30,16956,Solna,Solna kommun,Stockholms län,59.3720703,17.9984253,2
515,Skogsmarken 19 Brf,,Essingestråket 36,11266,Stockholm,Stockholms kommun,Stockholms län,59.3214622,17.9844262,2
516,Brf Liden 6,,Esplanaden 18,17268,Sundbybergs kommun,Sundbybergs kommun,Stockholms län,59.3640030,17.9672813,2
517,Eriksbergsparken Brf,,Eriksbergsgatan 40,11431,Stockholm,Stockholms kommun,Stockholms län,59.3420920,18.0659537,2
518,Asken nr 14 Brf,,Eriksbergsgatan 13,11431,Stockholm,Stockholms kommun,Stockholms län,59.3408006,18.0686293,2
519,Oxeln nr 9 Brf,,Erik Sandbergs gata 8,16939,Solna,Solna kommun,Stockholms län,59.3654526,17.9904577,2
520,Vida Gärdet Brf,,Erik Dahlbergsgatan 41-43,11530,Stockholm,Stockholms kommun,Stockholms län,59.3445929,18.0926987,2
521,Brf Biograf Paraden,,Erik Dahlbergsgatan 19,11530,Stockholm,Stockholms kommun,Stockholms län,59.3413459,18.0904435,2
522,Djursborg nr 3 Brf,,Erik Dahlbergsallén 7,11520,Stockholm,Stockholms kommun,Stockholms län,59.3394823,18.0900182,2
523,Brf Kornetten nr 4,,Erik Dahlbergsallén 11,11520,Stockholm,Stockholms kommun,Stockholms län,59.3402212,18.0896370,2
524,Tallgården Brf,,Engelbrektsgatan 12,11426,Stockholm,Stockholms kommun,Stockholms län,59.3434827,18.0724388,2
525,Spinnsidan 2 Brf,,Eldsbergagränd 1,12573,Stockholm,Stockholms kommun,Stockholms län,59.2870072,18.0325421,2
526,Ekoxen Nacka Brf,,Ekuddsvägen 25,13138,Nacka,Nacka kommun,Stockholms län,59.3059795,18.1422364,2
527,Sjöblick 2 Brf,,Ekholmsvägen,12748,Stockholm,Stockholms kommun,Stockholms län,59.2794110,17.9037865,2
528,Distanstuben 4 Brf,,Ejdervägen 56,12349,Stockholm,Stockholms kommun,Stockholms län,59.2494717,18.0602922,2
529,Wasa Brunn Brf,,Eastmansvägen,11324,Stockholm,Stockholms kommun,Stockholms län,59.3399084,18.0460455,2
530,Sjölejonet 1 och 2 Brf,,Döbelnsgatan 53,11357,Stockholm,Stockholms kommun,Stockholms län,59.3423698,18.0599727,2
531,Strandgården Brf,,Dånviksvägen,14461,Rönninge,Salems kommun,Stockholms län,59.1935717,17.7481532,2
532,Kanan Brf,,Duvgränd 6,17233,Sundbybergs kommun,Sundbybergs kommun,Stockholms län,59.3653561,17.9618370,2
533,Duvberget Brf,,Duvbergsvägen,14330,Vårby,Huddinge kommun,Stockholms län,59.2606294,17.8842482,2
534,Snöflingan 3,,Drottningholmsvägen,11219,Stockholm,Stockholms kommun,Stockholms län,59.3319170,18.0220122,2
535,Drakhemmet Brf,,Drottningholmsvägen 31,11240,Stockholm,Stockholms kommun,Stockholms län,59.3316816,18.0265167,2
536,Brf Barnhuset 3,,Drottninggatan,11136,Stockholm,Stockholms kommun,Stockholms län,59.3354427,18.0598597,2
537,Kungsbacken 14 Brf,,Drottninggatan 112,11160,Stockholm,Stockholms kommun,Stockholms län,59.3391904,18.0562378,2
538,Riksbyggen Ljuspunkten i Väsby Brf,,Drabantgatan,19433,Upplands Väsby,Upplands Väsby kommun,Stockholms län,59.5172595,17.9104297,2
539,Södra Parken 1 i Näsby Slottspark,,Dora Lamms gata,18352,Täby,Täby kommun,Stockholms län,59.4236894,18.0903917,2
542,Nyängen i Vendelsö Brf,,Djurgårdsvägen,13671,Vendelsö,Haninge kommun,Stockholms län,59.1956638,18.1857005,2
543,Disponenten i Stockholm Brf,,Disponentgatan 1,11261,Stockholm,Stockholms kommun,Stockholms län,59.3245629,18.0079296,2
544,Nyckeln i Nacka Brf,,Diligensvägen,13148,Nacka,Nacka kommun,Stockholms län,59.3156317,18.1728578,2
545,BoKlok Paradisängarna Brf,,Diakonvägen,19441,Upplands Väsby,Upplands Väsby kommun,Stockholms län,59.5099543,17.8869622,2
546,Östra Stationshusen Brf,,Diagonalen 2B,19546,Märsta,Sigtuna kommun,Stockholms län,59.6274177,17.8600833,2
547,De Geersgatan 8 Brf,,De Geersgatan 8,11529,Stockholm,Stockholms kommun,Stockholms län,59.3420342,18.0949850,2
548,David Bagare Brf,,David Bagares Gata 26B,11138,Stockholm,Stockholms kommun,Stockholms län,59.3371787,18.0655178,2
549,Norra Spinnhuset Brf,,David Bagares Gata 22-24,11138,Stockholm,Stockholms kommun,Stockholms län,59.3372221,18.0664033,2
550,Mattisborgens Samfällighetsförening,,Dartanjangs Gata 68,16871,Stockholm,Stockholms kommun,Stockholms län,59.3664266,17.9461516,2
551,Chateau Mattis Brf,,Dartanjangs Gata,16871,Stockholm,Stockholms kommun,Stockholms län,59.3644976,17.9452283,2
552,Vakteln 4-5 Brf 8706,,Danderydsgatan 28,11426,Stockholm,Stockholms kommun,Stockholms län,59.3446375,18.0711909,2
553,Valkyrian 23 Brf,,Dalagatan 41,11326,Stockholm,Stockholms kommun,Stockholms län,59.3449760,18.0421894,2
555,Framnäs 2 Brf,,Charlottenburgsvägen,16957,Solna,Solna kommun,Stockholms län,59.3657590,17.9990185,2
556,Körsbärsparken Brf,,Centrumvägen,15530,Nykvarn,Nykvarns kommun,Stockholms län,59.1793878,17.4302871,2
557,Brf Biblioteket,,Bältgatan 5,11520,Stockholm,Stockholms kommun,Stockholms län,59.3399683,18.0890450,2
558,Arvodet-Kvittensen Brf,,Bäckvägen 165,12933,Stockholm,Stockholms kommun,Stockholms län,59.3002576,17.9829139,2
559,Gutenberg 1450 Brf,,Bäckvägen 131,12934,Stockholm,Stockholms kommun,Stockholms län,59.3011225,17.9879699,2
560,Takten Brf,,Bygatan 42,19142,Sollentuna kommun,Sollentuna kommun,Stockholms län,59.4283853,17.9383381,2
561,Mjölner 15 Brf,,Byalagsvägen,14140,Huddinge,Huddinge kommun,Stockholms län,59.2548348,17.9958828,2
562,Kattryggen 19 Brf,,Brännkyrkagatan 40,11851,Stockholm,Stockholms kommun,Stockholms län,59.3193835,18.0613379,2
563,Ursvik 6 Brf,,Brännarvägen,17464,Sundbybergs kommun,Sundbybergs kommun,Stockholms län,59.3818205,17.9481404,2
564,Stengodset 5 Brf,,Bråvallagatan 5,11339,Stockholm,Stockholms kommun,Stockholms län,59.3386515,18.0344746,2
565,Översättningen 2-3 Brf,,Brålunden 16,16773,Stockholm,Stockholms kommun,Stockholms län,59.3314809,17.9314935,2
566,Pimpinella 4 Brf,,Brådstupsvägen 15,12939,Stockholm,Stockholms kommun,Stockholms län,59.3043021,17.9574552,2
567,Brotorps Entré Brf,,Brotorpsvägen,17062,Sundbybergs kommun,Sundbybergs kommun,Stockholms län,59.3835315,17.9795838,2
568,Silverlönnen Brf,,Brotorps allé,17441,Sundbybergs kommun,Sundbybergs kommun,Stockholms län,59.3837954,17.9773352,2
570,Banjon Brf,,Bridgevägen,12363,Fållan,Huddinge kommun,Stockholms län,59.2389502,18.1281409,2
571,Farsta Dal i Stockholm HSB Brf,,Brattforsgatan 1,12350,Stockholm,Stockholms kommun,Stockholms län,59.2381206,18.1005713,2
572,Brf Brahegatan 7,,Brahegatan 7B,11437,Stockholm,Stockholms kommun,Stockholms län,59.3376011,18.0757365,2
573,Brahe 40 Brf,,Brahegatan 40,10243,Stockholm,Stockholms kommun,Stockholms län,59.3409538,18.0787483,2
574,Hjorten 23 Brf,,Brahegatan 29,10243,Stockholm,Stockholms kommun,Stockholms län,59.3407001,18.0782043,2
575,Pahl 10 Brf,,Borgmästargatan 10A,11635,Stockholm,Stockholms kommun,Stockholms län,59.3143641,18.0863636,2
576,K2 Kista Torn Brf,,Borgarfjordsgatan 21,16453,Stockholm,Stockholms kommun,Stockholms län,59.4050226,17.9416059,2
578,Slottsparken i Upplands Bro Brf,,Bondhagsvägen 35,19737,Bro,Upplands-Bro kommun,Stockholms län,59.5033602,17.6187330,2
579,Gruvan 5 Brf,,Bondegatan 79,11636,Stockholm,Stockholms kommun,Stockholms län,59.3132086,18.0948728,2
580,Ked 15 Brf,,Bondegatan 64,11635,Stockholm,Stockholms kommun,Stockholms län,59.3137508,18.0864986,2
581,Keders 20 Brf,,Bondegatan 60,11635,Stockholm,Stockholms kommun,Stockholms län,59.3136745,18.0859247,2
582,Kråkhvilan Brf,,Bondegatan 55,11636,Stockholm,Stockholms kommun,Stockholms län,59.3139173,18.0895565,2
583,Bonden 13 brf,,Bondegatan 13,11623,Stockholm,Stockholms kommun,Stockholms län,59.3129522,18.0791120,2
584,Bolmensvägen 29-35 Brf,,Bolmensvägen 29,12050,Stockholm,Stockholms kommun,Stockholms län,59.2951344,18.0639251,2
585,Trålaren 2 Brf,,Bodalsvägen,18136,Lidingö,Lidingö kommun,Stockholms län,59.3500412,18.1388810,2
586,Blåsut 2 Brf,,Blåsutvägen 25,12135,Stockholm,Stockholms kommun,Stockholms län,59.2920905,18.0905049,2
587,B15 Förvaltning AB,,Blåsutvägen 15,12135,Stockholm,Stockholms kommun,Stockholms län,59.2930026,18.0900908,2
588,Fyrklövern Väsby Brf,,Blå gatan,19449,Upplands Väsby,Upplands Väsby kommun,Stockholms län,59.5163219,17.9124396,2
589,Kronbladet 1 Brf,,Blomsterkungsvägen,16577,Hässelby Villastad,Stockholms kommun,Stockholms län,59.3904242,17.8123038,2
590,Rudviken 7 i Solna Brf,,Blomgatan 4,16961,Solna,Solna kommun,Stockholms län,59.3590370,18.0069941,2
591,Blomgården Brf,,Blomgatan 12,16960,Solna,Solna kommun,Stockholms län,59.3596413,18.0074313,2
592,Obelisken 3 Brf,,Blekingegatan 38,11662,Stockholm,Stockholms kommun,Stockholms län,59.3105405,18.0757440,2
593,Bottnakarlen 1 Brf,,Björnsonsgatan 299E,16846,Blackeberg,Stockholms kommun,Stockholms län,59.3483402,17.8780618,2
594,Norrmannen Brf,,Björnsonsgatan 138,16847,Blackeberg,Stockholms kommun,Stockholms län,59.3487379,17.8796092,2
595,Norrmannen 2 Brf,,Björnsonsgatan 116,16844,Blackeberg,Stockholms kommun,Stockholms län,59.3477968,17.8780010,2
596,Bjurholmsparken Brf,,Bjurholmsplan 23,11661,Stockholm,Stockholms kommun,Stockholms län,59.3097833,18.0812971,2
